employee_key,employee_id,full_name,email,department,role,salary,years_experience,status,change_reason,valid_from,valid_to,is_current
1786,EMP0806,Ahmed Al Hashimi,ahmed.al.hashimi1@presight.ai,Sustainability,Sustainability Analyst,26392.0,8,Active,Annual performance increase,2019-03-07,9999-12-31,True
1787,EMP0807,Layla Hamdan,layla.hamdan1@presight.ai,IT,Data Engineer,16848.0,4,Active,Initial appointment,2023-03-05,2023-10-16,False
1788,EMP0807,Layla Hamdan,layla.hamdan1@presight.ai,IT,Data Engineer,19712.0,4,Active,Project completion bonus integration,2023-10-16,2024-03-08,False
1789,EMP0807,Layla Hamdan,layla.hamdan1@presight.ai,IT,Data Engineer,21902.0,4,Active,Cost of living adjustment,2024-03-08,2024-12-20,False
1790,EMP0807,Layla Hamdan,layla.hamdan1@presight.ai,IT,Data Engineer,24182.0,4,Active,Project completion bonus integration,2024-12-20,2025-01-29,False
1791,EMP0807,Layla Hamdan,layla.hamdan1@presight.ai,IT,Data Engineer,22669.0,4,Active,Annual performance increase,2025-01-29,9999-12-31,True
1792,EMP0808,Nadia Al Naqbi,nadia.al.naqbi2@presight.ai,Engineering,Data Engineer,41713.0,14,Active,Hire - Initial Appointment,2012-03-19,9999-12-31,True
1793,EMP0809,Pooja Hussain,pooja.hussain1@presight.ai,Procurement,Procurement Analyst,21547.0,7,Active,Initial appointment,2018-04-26,2022-03-11,False
1794,EMP0809,Pooja Hussain,pooja.hussain1@presight.ai,Procurement,Procurement Analyst,25736.0,7,Active,Market correction adjustment,2022-03-11,2023-06-27,False
1795,EMP0809,Pooja Hussain,pooja.hussain1@presight.ai,Procurement,Procurement Analyst,30049.0,7,Active,Annual performance increase,2023-06-27,2025-04-03,False
1796,EMP0809,Pooja Hussain,pooja.hussain1@presight.ai,Procurement,Procurement Analyst,33057.0,7,Active,Annual performance increase,2025-04-03,9999-12-31,True
1797,EMP0810,Layla Al Hashimi,layla.al.hashimi1@presight.ai,HR,HR Analyst,22741.0,17,Active,Initial appointment,2008-04-05,2013-09-15,False
1798,EMP0810,Layla Al Hashimi,layla.al.hashimi1@presight.ai,HR,HR Analyst,38710.0,17,Active,Retention adjustment,2013-09-15,9999-12-31,True
1799,EMP0811,Mateo Hussain,mateo.hussain@presight.ai,Sales,Account Manager,19853.0,2,Active,Hire - Initial Appointment,2024-09-12,9999-12-31,True
1800,EMP0812,Camille Williams,camille.williams@presight.ai,Engineering,Senior Data Engineer,28081.0,10,Active,Initial appointment,2016-03-18,2018-01-06,False
1801,EMP0812,Camille Williams,camille.williams@presight.ai,Engineering,Senior Data Engineer,30363.0,10,Active,Annual performance increase,2018-01-06,2024-07-24,False
1802,EMP0812,Camille Williams,camille.williams@presight.ai,Engineering,Senior Data Engineer,48745.0,10,Active,Project completion bonus integration,2024-07-24,9999-12-31,True
1803,EMP0813,Camille Andersen,camille.andersen1@presight.ai,Marketing,Brand Manager,18185.0,2,Active,Hire - Initial Appointment,2024-03-06,9999-12-31,True
1804,EMP0814,Aaliyah Rahman,aaliyah.rahman1@presight.ai,Legal,Legal Analyst,27264.0,8,Active,Hire - Initial Appointment,2018-08-04,9999-12-31,True
1805,EMP0815,Abdulla Ibrahim,abdulla.ibrahim@presight.ai,Data Science,ML Engineer,33633.0,8,Active,Hire - Initial Appointment,2019-02-15,9999-12-31,True
1806,EMP0816,Aakash Patel,aakash.patel1@presight.ai,Digital,UX Designer,38976.0,13,Active,Hire - Initial Appointment,2013-03-15,9999-12-31,True
1807,EMP0817,Sanjay Bhatt,sanjay.bhatt1@presight.ai,Operations,Operations Analyst,27257.0,6,Active,Hire - Initial Appointment,2021-03-15,9999-12-31,True
1808,EMP0818,Rashid Rahman,rashid.rahman@presight.ai,Data Science,Data Analyst,18050.0,7,Active,Initial appointment,2018-03-18,2020-10-02,False
1809,EMP0818,Rashid Rahman,rashid.rahman@presight.ai,Data Science,Data Analyst,19700.0,7,Active,Retention adjustment,2020-10-02,2022-03-03,False
1810,EMP0818,Rashid Rahman,rashid.rahman@presight.ai,Data Science,Data Analyst,23047.0,7,Active,Project completion bonus integration,2022-03-03,2023-12-23,False
1811,EMP0818,Rashid Rahman,rashid.rahman@presight.ai,Data Science,Data Analyst,32812.0,7,Active,Cost of living adjustment,2023-12-23,9999-12-31,True
1812,EMP0819,Nadia Al Naqbi,nadia.al.naqbi3@presight.ai,IT,Cloud Architect,14831.0,6,Active,Initial appointment,2021-06-03,2021-12-31,False
1813,EMP0819,Nadia Al Naqbi,nadia.al.naqbi3@presight.ai,IT,Cloud Architect,15753.0,6,Active,Retention adjustment,2021-12-31,2022-01-25,False
1814,EMP0819,Nadia Al Naqbi,nadia.al.naqbi3@presight.ai,IT,Cloud Architect,17430.0,6,Active,Project completion bonus integration,2022-01-25,2023-08-07,False
1815,EMP0819,Nadia Al Naqbi,nadia.al.naqbi3@presight.ai,IT,Cloud Architect,23128.0,6,Active,Promoted following review,2023-08-07,9999-12-31,True
1816,EMP0820,Kavya Sharma,kavya.sharma1@presight.ai,Finance,Financial Analyst,12263.0,1,Active,Hire - Initial Appointment,2024-03-23,9999-12-31,True
1817,EMP0821,Paolo Schmidt,paolo.schmidt@presight.ai,Procurement,Vendor Manager,16395.0,11,Active,Initial appointment,2014-05-22,2020-11-09,False
1818,EMP0821,Paolo Schmidt,paolo.schmidt@presight.ai,Procurement,Vendor Manager,18412.0,11,Active,Market correction adjustment,2020-11-09,2024-02-01,False
1819,EMP0821,Paolo Schmidt,paolo.schmidt@presight.ai,Procurement,Vendor Manager,28724.0,11,Active,Retention adjustment,2024-02-01,9999-12-31,True
1820,EMP0822,Ibrahim Ibrahim,ibrahim.ibrahim1@presight.ai,Marketing,Brand Manager,8157.0,0,Active,Initial appointment,2024-08-27,2025-05-21,False
1821,EMP0822,Ibrahim Ibrahim,ibrahim.ibrahim1@presight.ai,Marketing,Brand Manager,13504.0,0,Active,Promoted following review,2025-05-21,9999-12-31,True
1822,EMP0823,Rohan Iyer,rohan.iyer@presight.ai,HR,HR Analyst,29422.0,6,Active,Hire - Initial Appointment,2019-02-10,9999-12-31,True
1823,EMP0824,Aisha Al Marri,aisha.al.marri@presight.ai,Sustainability,Data Analyst,11685.0,0,Active,Initial appointment,2024-04-06,2025-03-28,False
1824,EMP0824,Aisha Al Marri,aisha.al.marri@presight.ai,Sustainability,Data Analyst,12818.0,0,Active,Cost of living adjustment,2025-03-28,2025-04-01,False
1825,EMP0824,Aisha Al Marri,aisha.al.marri@presight.ai,Sustainability,Data Analyst,16891.0,0,Active,Promoted following review,2025-04-01,9999-12-31,True
1826,EMP0825,Hamad Saeed,hamad.saeed@presight.ai,Marketing,Brand Manager,8025.0,0,Active,Initial appointment,2024-02-17,2025-04-21,False
1827,EMP0825,Hamad Saeed,hamad.saeed@presight.ai,Marketing,Brand Manager,12374.0,0,Active,Promoted following review,2025-04-21,9999-12-31,True
1828,EMP0826,Huda Khoury,huda.khoury@presight.ai,Operations,Supply Chain Analyst,17048.0,4,Active,Initial appointment,2021-02-19,2022-11-09,False
1829,EMP0826,Huda Khoury,huda.khoury@presight.ai,Operations,Supply Chain Analyst,22944.0,4,Active,Market correction adjustment,2022-11-09,9999-12-31,True
1830,EMP0827,Sami Al Mansoori,sami.al.mansoori1@presight.ai,Marketing,Brand Manager,21969.0,5,Active,Initial appointment,2021-03-24,2021-12-07,False
1831,EMP0827,Sami Al Mansoori,sami.al.mansoori1@presight.ai,Marketing,Brand Manager,23356.0,5,Active,Promoted following review,2021-12-07,2022-03-02,False
1832,EMP0827,Sami Al Mansoori,sami.al.mansoori1@presight.ai,Marketing,Brand Manager,34606.0,5,Active,Market correction adjustment,2022-03-02,9999-12-31,True
1833,EMP0828,Kavya Bhatt,kavya.bhatt1@presight.ai,Operations,Senior Data Engineer,16677.0,7,Active,Initial appointment,2020-09-22,2024-11-22,False
1834,EMP0828,Kavya Bhatt,kavya.bhatt1@presight.ai,Operations,Senior Data Engineer,17531.0,7,Active,Annual performance increase,2024-11-22,2025-06-09,False
1835,EMP0828,Kavya Bhatt,kavya.bhatt1@presight.ai,Operations,Senior Data Engineer,27307.0,7,Active,Retention adjustment,2025-06-09,9999-12-31,True
1836,EMP0829,Roshan Krishnan,roshan.krishnan@presight.ai,HR,Lead Data Engineer,20529.0,2,Active,Hire - Initial Appointment,2024-07-17,9999-12-31,True
1837,EMP0830,Sami Saeed,sami.saeed2@presight.ai,Sales,Sales Analyst,32449.0,14,Active,Initial appointment,2012-02-17,2018-03-14,False
1838,EMP0830,Sami Saeed,sami.saeed2@presight.ai,Sales,Sales Analyst,38179.0,14,Active,Annual performance increase,2018-03-14,2023-11-25,False
1839,EMP0830,Sami Saeed,sami.saeed2@presight.ai,Sales,Sales Analyst,41493.0,14,Active,Annual performance increase,2023-11-25,2024-09-30,False
1840,EMP0830,Sami Saeed,sami.saeed2@presight.ai,Sales,Sales Analyst,50489.0,14,Active,Market correction adjustment,2024-09-30,9999-12-31,True
1841,EMP0831,Carlos Andersen,carlos.andersen1@presight.ai,Finance,Data Analyst,14955.0,6,Active,Initial appointment,2019-08-25,2025-03-16,False
1842,EMP0831,Carlos Andersen,carlos.andersen1@presight.ai,Finance,Data Analyst,26461.0,6,Active,Market correction adjustment,2025-03-16,9999-12-31,True
1843,EMP0832,Roshan Menon,roshan.menon@presight.ai,IT,Data Engineer,25817.0,8,Active,Initial appointment,2018-05-28,2021-12-29,False
1844,EMP0832,Roshan Menon,roshan.menon@presight.ai,IT,Data Engineer,27253.0,8,Active,Promoted following review,2021-12-29,2022-05-13,False
1845,EMP0832,Roshan Menon,roshan.menon@presight.ai,IT,Data Engineer,30729.0,8,Active,Promoted following review,2022-05-13,2023-10-08,False
1846,EMP0832,Roshan Menon,roshan.menon@presight.ai,IT,Data Engineer,35510.0,8,Active,Cost of living adjustment,2023-10-08,2024-11-22,False
1847,EMP0832,Roshan Menon,roshan.menon@presight.ai,IT,Data Engineer,45999.0,8,Active,Promoted following review,2024-11-22,9999-12-31,True
1848,EMP0833,Roshan Murthy,roshan.murthy1@presight.ai,Sustainability,Sustainability Analyst,31122.0,6,Active,Hire - Initial Appointment,2021-07-31,9999-12-31,True
1849,EMP0834,Lucas Rossi,lucas.rossi@presight.ai,Sales,Sales Analyst,12223.0,0,Active,Initial appointment,2024-02-23,2025-04-22,False
1850,EMP0834,Lucas Rossi,lucas.rossi@presight.ai,Sales,Sales Analyst,16594.0,0,Active,Market correction adjustment,2025-04-22,9999-12-31,True
1851,EMP0835,Min Kapadia,min.kapadia@presight.ai,Digital,Digital Analyst,21263.0,12,Active,Initial appointment,2015-08-29,2020-01-20,False
1852,EMP0835,Min Kapadia,min.kapadia@presight.ai,Digital,Digital Analyst,24545.0,12,Active,Cost of living adjustment,2020-01-20,2022-02-06,False
1853,EMP0835,Min Kapadia,min.kapadia@presight.ai,Digital,Digital Analyst,28881.0,12,Active,Cost of living adjustment,2022-02-06,2025-01-18,False
1854,EMP0835,Min Kapadia,min.kapadia@presight.ai,Digital,Digital Analyst,32632.0,12,Active,Retention adjustment,2025-01-18,9999-12-31,True
1855,EMP0836,Marcus Williams,marcus.williams@presight.ai,Legal,Legal Analyst,12528.0,2,Active,Hire - Initial Appointment,2024-09-05,9999-12-31,True
1856,EMP0837,Khalifa Mansour,khalifa.mansour3@presight.ai,IT,Cloud Architect,48489.0,11,Active,Hire - Initial Appointment,2015-01-19,9999-12-31,True
1857,EMP0838,Sanjay Nambiar,sanjay.nambiar@presight.ai,Operations,Operations Analyst,15464.0,2,Active,Hire - Initial Appointment,2024-03-31,9999-12-31,True
1858,EMP0839,Maryam Yousef,maryam.yousef@presight.ai,Sustainability,Sustainability Analyst,10182.0,2,Active,Initial appointment,2023-08-08,2024-03-29,False
1859,EMP0839,Maryam Yousef,maryam.yousef@presight.ai,Sustainability,Sustainability Analyst,11676.0,2,Active,Annual performance increase,2024-03-29,2025-01-23,False
1860,EMP0839,Maryam Yousef,maryam.yousef@presight.ai,Sustainability,Sustainability Analyst,18507.0,2,Active,Market correction adjustment,2025-01-23,9999-12-31,True
1861,EMP0840,Nadia Hamdan,nadia.hamdan@presight.ai,Digital,Product Manager,16595.0,5,Active,Initial appointment,2021-07-19,2024-11-09,False
1862,EMP0840,Nadia Hamdan,nadia.hamdan@presight.ai,Digital,Product Manager,22707.0,5,Active,Cost of living adjustment,2024-11-09,9999-12-31,True
1863,EMP0841,Sami Al Bloushi,sami.al.bloushi1@presight.ai,Sales,Account Manager,50464.0,14,Active,Hire - Initial Appointment,2012-03-19,9999-12-31,True
1864,EMP0842,Elena Eriksson,elena.eriksson@presight.ai,Sustainability,Sustainability Analyst,16816.0,12,Active,Initial appointment,2015-02-21,2019-07-14,False
1865,EMP0842,Elena Eriksson,elena.eriksson@presight.ai,Sustainability,Sustainability Analyst,27059.0,12,Active,Promoted following review,2019-07-14,9999-12-31,True
1866,EMP0843,Adam Saleh,adam.saleh@presight.ai,Legal,Compliance Analyst,18565.0,6,Active,Hire - Initial Appointment,2019-07-10,9999-12-31,True
1867,EMP0844,Yusuf Rahman,yusuf.rahman@presight.ai,Digital,Content Strategist,21785.0,11,Active,Initial appointment,2015-07-02,2020-11-26,False
1868,EMP0844,Yusuf Rahman,yusuf.rahman@presight.ai,Digital,Content Strategist,31783.0,11,Active,Cost of living adjustment,2020-11-26,9999-12-31,True
1869,EMP0845,Khalid Mahmoud,khalid.mahmoud@presight.ai,Legal,Compliance Analyst,21446.0,5,Active,Hire - Initial Appointment,2021-05-26,9999-12-31,True
1870,EMP0846,Saif Al Khaja,saif.al.khaja1@presight.ai,Data Science,Data Analyst,15369.0,0,Active,Hire - Initial Appointment,2024-02-21,9999-12-31,True
1871,EMP0847,Aisha Yousef,aisha.yousef1@presight.ai,Operations,Supply Chain Analyst,21518.0,5,Active,Hire - Initial Appointment,2020-04-11,9999-12-31,True
1872,EMP0848,Roshan Tanaka,roshan.tanaka1@presight.ai,Sales,Account Manager,25124.0,10,Active,Hire - Initial Appointment,2015-09-19,9999-12-31,True
1873,EMP0849,Nadia Farooq,nadia.farooq@presight.ai,Operations,Supply Chain Analyst,12267.0,0,Active,Hire - Initial Appointment,2024-03-19,9999-12-31,True
1874,EMP0850,Divya Mehta,divya.mehta@presight.ai,IT,IT Manager,41962.0,16,Active,Hire - Initial Appointment,2010-04-12,9999-12-31,True
1875,EMP0851,Priya Tanaka,priya.tanaka3@presight.ai,IT,IT Manager,34825.0,10,Active,Initial appointment,2016-06-13,2024-07-11,False
1876,EMP0851,Priya Tanaka,priya.tanaka3@presight.ai,IT,IT Manager,49929.0,10,Active,Annual performance increase,2024-07-11,9999-12-31,True
1877,EMP0852,Mateo Reddy,mateo.reddy@presight.ai,Data Science,BI Developer,20702.0,9,Active,Initial appointment,2018-03-24,2023-10-27,False
1878,EMP0852,Mateo Reddy,mateo.reddy@presight.ai,Data Science,BI Developer,31422.0,9,Active,Project completion bonus integration,2023-10-27,9999-12-31,True
1879,EMP0853,Sami Al Mansoori,sami.al.mansoori2@presight.ai,Marketing,Marketing Analyst,34368.0,11,Active,Hire - Initial Appointment,2014-03-10,9999-12-31,True
1880,EMP0854,Abdulla Al Shamsi,abdulla.al.shamsi1@presight.ai,Operations,Operations Analyst,13312.0,5,Active,Initial appointment,2021-01-27,2024-02-12,False
1881,EMP0854,Abdulla Al Shamsi,abdulla.al.shamsi1@presight.ai,Operations,Operations Analyst,22949.0,5,Active,Project completion bonus integration,2024-02-12,9999-12-31,True
1882,EMP0855,Saif Al Hashimi,saif.al.hashimi1@presight.ai,Digital,UX Designer,39754.0,10,Active,Hire - Initial Appointment,2020-01-01,9999-12-31,True
1883,EMP0856,Ibrahim Ibrahim,ibrahim.ibrahim2@presight.ai,Data Science,Data Analyst,11823.0,2,Active,Initial appointment,2024-02-09,2024-10-31,False
1884,EMP0856,Ibrahim Ibrahim,ibrahim.ibrahim2@presight.ai,Data Science,Data Analyst,13866.0,2,Active,Annual performance increase,2024-10-31,2024-12-18,False
1885,EMP0856,Ibrahim Ibrahim,ibrahim.ibrahim2@presight.ai,Data Science,Data Analyst,15090.0,2,Active,Annual performance increase,2024-12-18,2025-02-15,False
1886,EMP0856,Ibrahim Ibrahim,ibrahim.ibrahim2@presight.ai,Data Science,Data Analyst,17974.0,2,Active,Project completion bonus integration,2025-02-15,2025-04-24,False
1887,EMP0856,Ibrahim Ibrahim,ibrahim.ibrahim2@presight.ai,Data Science,Data Analyst,20389.0,2,Active,Cost of living adjustment,2025-04-24,9999-12-31,True
1888,EMP0857,Maryam Al Marri,maryam.al.marri1@presight.ai,IT,Cloud Architect,16707.0,6,Active,Initial appointment,2021-01-17,2021-08-07,False
1889,EMP0857,Maryam Al Marri,maryam.al.marri1@presight.ai,IT,Cloud Architect,18683.0,6,Active,Project completion bonus integration,2021-08-07,2023-04-27,False
1890,EMP0857,Maryam Al Marri,maryam.al.marri1@presight.ai,IT,Cloud Architect,22403.0,6,Active,Project completion bonus integration,2023-04-27,9999-12-31,True
1891,EMP0858,Ahmed Al Marri,ahmed.al.marri1@presight.ai,Sustainability,Data Analyst,28159.0,5,Active,Hire - Initial Appointment,2022-01-12,9999-12-31,True
1892,EMP0859,Anika Chen,anika.chen@presight.ai,Engineering,Senior Data Engineer,17683.0,3,Active,Hire - Initial Appointment,2023-05-21,9999-12-31,True
1893,EMP0860,Meera Kapoor,meera.kapoor@presight.ai,Digital,Content Strategist,32144.0,11,Active,Hire - Initial Appointment,2014-05-11,9999-12-31,True
1894,EMP0861,Pooja Verma,pooja.verma@presight.ai,Marketing,Brand Manager,27714.0,8,Active,Hire - Initial Appointment,2019-09-08,9999-12-31,True
1895,EMP0862,Divya Nair,divya.nair@presight.ai,Data Science,ML Engineer,18197.0,10,Inactive,Initial appointment,2016-02-04,2020-07-05,False
1896,EMP0862,Divya Nair,divya.nair@presight.ai,Data Science,ML Engineer,19464.0,10,Inactive,Promoted following review,2020-07-05,2024-01-09,False
1897,EMP0862,Divya Nair,divya.nair@presight.ai,Data Science,ML Engineer,28272.0,10,Inactive,Cost of living adjustment,2024-01-09,9999-12-31,True
1898,EMP0863,Nadia Al Shamsi,nadia.al.shamsi1@presight.ai,Marketing,Brand Manager,18307.0,5,Active,Initial appointment,2020-04-03,2022-08-17,False
1899,EMP0863,Nadia Al Shamsi,nadia.al.shamsi1@presight.ai,Marketing,Brand Manager,21592.0,5,Active,Promoted following review,2022-08-17,2022-09-13,False
1900,EMP0863,Nadia Al Shamsi,nadia.al.shamsi1@presight.ai,Marketing,Brand Manager,23617.0,5,Active,Promoted following review,2022-09-13,2024-06-24,False
1901,EMP0863,Nadia Al Shamsi,nadia.al.shamsi1@presight.ai,Marketing,Brand Manager,31525.0,5,Active,Retention adjustment,2024-06-24,9999-12-31,True
1902,EMP0864,Ibrahim Farooq,ibrahim.farooq@presight.ai,HR,Learning & Development,18001.0,2,Active,Hire - Initial Appointment,2024-01-06,9999-12-31,True
1903,EMP0865,Min Patel,min.patel1@presight.ai,Data Science,BI Engineer,18738.0,6,Active,Hire - Initial Appointment,2019-02-23,9999-12-31,True
1904,EMP0866,Raj Joshi,raj.joshi@presight.ai,Marketing,Brand Manager,30416.0,14,Active,Initial appointment,2012-06-15,2017-05-27,False
1905,EMP0866,Raj Joshi,raj.joshi@presight.ai,Marketing,Brand Manager,32584.0,14,Active,Project completion bonus integration,2017-05-27,2023-10-10,False
1906,EMP0866,Raj Joshi,raj.joshi@presight.ai,Marketing,Brand Manager,49176.0,14,Active,Cost of living adjustment,2023-10-10,9999-12-31,True
1907,EMP0867,Mariam Yousef,mariam.yousef@presight.ai,Data Science,Senior Data Analyst,66797.0,2,Active,Hire - Initial Appointment,2024-07-15,9999-12-31,True
1908,EMP0868,Priya Sharma,priya.sharma@presight.ai,Digital,Content Strategist,17303.0,6,Active,Hire - Initial Appointment,2021-01-21,9999-12-31,True
1909,EMP0869,Nadia Al Shamsi,nadia.al.shamsi2@presight.ai,Finance,Data Analyst,14488.0,2,Active,Initial appointment,2024-06-09,2025-02-04,False
1910,EMP0869,Nadia Al Shamsi,nadia.al.shamsi2@presight.ai,Finance,Data Analyst,15928.0,2,Active,Promoted following review,2025-02-04,2025-02-12,False
1911,EMP0869,Nadia Al Shamsi,nadia.al.shamsi2@presight.ai,Finance,Data Analyst,16803.0,2,Active,Retention adjustment,2025-02-12,2025-03-08,False
1912,EMP0869,Nadia Al Shamsi,nadia.al.shamsi2@presight.ai,Finance,Data Analyst,19591.0,2,Active,Market correction adjustment,2025-03-08,2025-04-25,False
1913,EMP0869,Nadia Al Shamsi,nadia.al.shamsi2@presight.ai,Finance,Data Analyst,20279.0,2,Active,Market correction adjustment,2025-04-25,9999-12-31,True
1914,EMP0870,Roshan Nambiar,roshan.nambiar1@presight.ai,Sales,Sales Analyst,27857.0,17,Inactive,Initial appointment,2008-01-19,2024-10-07,False
1915,EMP0870,Roshan Nambiar,roshan.nambiar1@presight.ai,Sales,Sales Analyst,44126.0,17,Inactive,Promoted following review,2024-10-07,9999-12-31,True
1916,EMP0871,Hanan Rahman,hanan.rahman1@presight.ai,Procurement,Procurement Analyst,11357.0,3,Active,Initial appointment,2024-07-07,2025-05-07,False
1917,EMP0871,Hanan Rahman,hanan.rahman1@presight.ai,Procurement,Procurement Analyst,12275.0,3,Active,Annual performance increase,2025-05-07,2025-06-30,False
1918,EMP0871,Hanan Rahman,hanan.rahman1@presight.ai,Procurement,Procurement Analyst,17721.0,3,Active,Retention adjustment,2025-06-30,9999-12-31,True
1919,EMP0872,Arjun Iyer,arjun.iyer@presight.ai,Data Science,Data Scientist,7860.0,2,Active,Initial appointment,2024-07-13,2025-06-11,False
1920,EMP0872,Arjun Iyer,arjun.iyer@presight.ai,Data Science,Data Scientist,12614.0,2,Active,Project completion bonus integration,2025-06-11,9999-12-31,True
1921,EMP0873,Anika Krishnan,anika.krishnan@presight.ai,HR,Lead Data Engineer,44771.0,18,Active,Hire - Initial Appointment,2008-03-07,9999-12-31,True
1922,EMP0874,Arjun Mehta,arjun.mehta@presight.ai,Procurement,Procurement Analyst,13547.0,4,Active,Initial appointment,2023-02-12,2023-09-04,False
1923,EMP0874,Arjun Mehta,arjun.mehta@presight.ai,Procurement,Procurement Analyst,15457.0,4,Active,Cost of living adjustment,2023-09-04,2024-09-08,False
1924,EMP0874,Arjun Mehta,arjun.mehta@presight.ai,Procurement,Procurement Analyst,19161.0,4,Active,Promoted following review,2024-09-08,9999-12-31,True
1925,EMP0875,Arun Chen,arun.chen@presight.ai,Procurement,Vendor Manager,7573.0,1,Active,Initial appointment,2024-04-20,2025-01-10,False
1926,EMP0875,Arun Chen,arun.chen@presight.ai,Procurement,Vendor Manager,12493.0,1,Active,Project completion bonus integration,2025-01-10,9999-12-31,True
1927,EMP0876,Ibrahim Saeed,ibrahim.saeed1@presight.ai,Sustainability,Sustainability Analyst,13878.0,4,Active,Initial appointment,2023-08-21,2024-03-27,False
1928,EMP0876,Ibrahim Saeed,ibrahim.saeed1@presight.ai,Sustainability,Sustainability Analyst,16246.0,4,Active,Retention adjustment,2024-03-27,2025-06-01,False
1929,EMP0876,Ibrahim Saeed,ibrahim.saeed1@presight.ai,Sustainability,Sustainability Analyst,23229.0,4,Active,Project completion bonus integration,2025-06-01,9999-12-31,True
1930,EMP0877,Sara Hernandez,sara.hernandez1@presight.ai,Legal,Compliance Analyst,63113.0,15,Active,Hire - Initial Appointment,2010-05-26,9999-12-31,True
1931,EMP0878,Meera Verma,meera.verma1@presight.ai,IT,DevOps Engineer,14538.0,2,Inactive,Initial appointment,2023-01-09,2023-09-11,False
1932,EMP0878,Meera Verma,meera.verma1@presight.ai,IT,DevOps Engineer,16241.0,2,Inactive,Retention adjustment,2023-09-11,2024-10-22,False
1933,EMP0878,Meera Verma,meera.verma1@presight.ai,IT,DevOps Engineer,19176.0,2,Inactive,Market correction adjustment,2024-10-22,2025-05-28,False
1934,EMP0878,Meera Verma,meera.verma1@presight.ai,IT,DevOps Engineer,23103.0,2,Inactive,Project completion bonus integration,2025-05-28,9999-12-31,True
1935,EMP0879,Roshan Murthy,roshan.murthy2@presight.ai,Finance,Finance Manager,8658.0,2,Active,Initial appointment,2024-04-18,2024-11-06,False
1936,EMP0879,Roshan Murthy,roshan.murthy2@presight.ai,Finance,Finance Manager,12688.0,2,Active,Retention adjustment,2024-11-06,9999-12-31,True
1937,EMP0880,Maryam Al Rumaithi,maryam.al.rumaithi1@presight.ai,HR,Lead Data Engineer,11169.0,3,Active,Initial appointment,2022-05-31,2022-12-10,False
1938,EMP0880,Maryam Al Rumaithi,maryam.al.rumaithi1@presight.ai,HR,Lead Data Engineer,11852.0,3,Active,Market correction adjustment,2022-12-10,2023-05-03,False
1939,EMP0880,Maryam Al Rumaithi,maryam.al.rumaithi1@presight.ai,HR,Lead Data Engineer,15133.0,3,Active,Promoted following review,2023-05-03,9999-12-31,True
1940,EMP0881,Dana Khoury,dana.khoury@presight.ai,Legal,Compliance Analyst,14039.0,0,Active,Hire - Initial Appointment,2024-02-28,9999-12-31,True
1941,EMP0882,Saif Al Rumaithi,saif.al.rumaithi2@presight.ai,Operations,Senior Data Engineer,49728.0,14,Active,Hire - Initial Appointment,2012-07-23,9999-12-31,True
1942,EMP0883,Hiroshi Chen,hiroshi.chen2@presight.ai,IT,Network Engineer,19976.0,9,Active,Initial appointment,2018-05-29,2022-07-23,False
1943,EMP0883,Hiroshi Chen,hiroshi.chen2@presight.ai,IT,Network Engineer,35434.0,9,Active,Annual performance increase,2022-07-23,9999-12-31,True
1944,EMP0884,Inga Johnson,inga.johnson@presight.ai,Finance,Budget Analyst,24419.0,13,Active,Initial appointment,2014-02-07,2017-10-13,False
1945,EMP0884,Inga Johnson,inga.johnson@presight.ai,Finance,Budget Analyst,40789.0,13,Active,Annual performance increase,2017-10-13,9999-12-31,True
1946,EMP0885,Ahmed Farooq,ahmed.farooq2@presight.ai,Digital,UX Designer,11857.0,4,Inactive,Initial appointment,2021-03-29,2024-07-17,False
1947,EMP0885,Ahmed Farooq,ahmed.farooq2@presight.ai,Digital,UX Designer,18454.0,4,Inactive,Retention adjustment,2024-07-17,9999-12-31,True
1948,EMP0886,Aaliyah Saeed,aaliyah.saeed1@presight.ai,Engineering,Senior Data Engineer,11727.0,2,Active,Initial appointment,2023-01-09,2024-04-30,False
1949,EMP0886,Aaliyah Saeed,aaliyah.saeed1@presight.ai,Engineering,Senior Data Engineer,12516.0,2,Active,Promoted following review,2024-04-30,2025-01-07,False
1950,EMP0886,Aaliyah Saeed,aaliyah.saeed1@presight.ai,Engineering,Senior Data Engineer,20871.0,2,Active,Promoted following review,2025-01-07,9999-12-31,True
1951,EMP0887,Adam Al Naqbi,adam.al.naqbi@presight.ai,Data Science,BI Developer,14749.0,3,Active,Hire - Initial Appointment,2023-06-29,9999-12-31,True
1952,EMP0888,Ahmed Al Zaabi,ahmed.al.zaabi@presight.ai,Finance,Finance Manager,26551.0,12,Active,Initial appointment,2013-05-21,2018-11-21,False
1953,EMP0888,Ahmed Al Zaabi,ahmed.al.zaabi@presight.ai,Finance,Finance Manager,35877.0,12,Active,Market correction adjustment,2018-11-21,9999-12-31,True
1954,EMP0889,Nadia Al Mazrouei,nadia.al.mazrouei1@presight.ai,Sales,Account Manager,66312.0,12,Active,Hire - Initial Appointment,2013-08-11,9999-12-31,True
1955,EMP0890,Marcus Smith,marcus.smith@presight.ai,Data Science,BI Specialist,29591.0,16,Active,Initial appointment,2010-09-30,2022-05-01,False
1956,EMP0890,Marcus Smith,marcus.smith@presight.ai,Data Science,BI Specialist,49121.0,16,Active,Cost of living adjustment,2022-05-01,9999-12-31,True
